id,news,trigger,object,subject,time,location
6244,与此同时，刘志华还批准中融公司在北京市宣武区菜市口的棉花片危改项目规划方案，以及提供其他事宜的帮助,批准,刘志华,棉花片危改项目规划方案,,北京市宣武区菜市
6245,1961年12月12日晚，周恩来在人民大会堂举行宴会，以纪念“西安事变”25周年,举行,周恩来,宴会,1961年12月12日晚,人民大会堂
6247,1959年11月7日，周恩来代表中国政府致函印度总理尼赫鲁，建议两国武装部队立即从实际控制线各自后撤20公里，脱离武装接触，同时建议两国总理尽快举行会谈,致函,周恩来代表中国政府,印度总理尼赫鲁,1959年11月7日,
6247,1959年11月7日，周恩来代表中国政府致函印度总理尼赫鲁，建议两国武装部队立即从实际控制线各自后撤20公里，脱离武装接触，同时建议两国总理尽快举行会谈,建议,周恩来代表中国政府,两国武装部队立即从实际控制线各自后撤20公里，脱离武装接触,1959年11月7日,
6247,1959年11月7日，周恩来代表中国政府致函印度总理尼赫鲁，建议两国武装部队立即从实际控制线各自后撤20公里，脱离武装接触，同时建议两国总理尽快举行会谈,举行,两国总理,会谈,1959年11月7日,
6249,李先念先介绍说，去年，邓小平批给他看了一篇有关西路军的文章，这篇文章中提到了一些新的观点,批给,邓小平,他看了一篇有关西路军的文章,,
6251,1931年春，江青由赵太侔资助进青岛大学当旁听生，后来与青岛大学地下党支部书记、赵太侔的内侄俞启威(黄敬)结识并同居，1933年2月由俞启威介绍加入中国共产党,资助,江青,进青岛大学当旁听生,1931年春,
6251,1931年春，江青由赵太侔资助进青岛大学当旁听生，后来与青岛大学地下党支部书记、赵太侔的内侄俞启威(黄敬)结识并同居，1933年2月由俞启威介绍加入中国共产党,加入,江青,中国共产党,1933年2月,
6252,江青被关押在伪上海市公安局，由国民党中央调查科上海区训练股审讯组赵耀珊(绰号黑大汉)在公安局特务股楼上审问，训练股编审组长朱大启参加了审讯,关押,江青,伪上海市公安局,,
6252,江青被关押在伪上海市公安局，由国民党中央调查科上海区训练股审讯组赵耀珊(绰号黑大汉)在公安局特务股楼上审问，训练股编审组长朱大启参加了审讯,审问,国民党中央调查科上海区训练股审讯组赵耀珊(绰号黑大汉,,,
6252,江青被关押在伪上海市公安局，由国民党中央调查科上海区训练股审讯组赵耀珊(绰号黑大汉)在公安局特务股楼上审问，训练股编审组长朱大启参加了审讯,参加,训练股编审组长朱大启,审讯,,
6253,江青曾积极参加1936年9月国民党反动当局为蒋介石50岁生日祝寿的“购机祝寿活动”的“祝寿游艺大会”活动，从事拥蒋，为国民党效劳……1937年7月江青到达西安找到徐明清,参加,江青,国民党反动当局为蒋介石50岁生日祝寿的“购机祝寿活动”的“祝寿游艺大会”活动,1936年9月,
6253,江青曾积极参加1936年9月国民党反动当局为蒋介石50岁生日祝寿的“购机祝寿活动”的“祝寿游艺大会”活动，从事拥蒋，为国民党效劳……1937年7月江青到达西安找到徐明清,找到,江青,徐明清,1937年7月,
6254,徐明清先于江青到达延安，这是因为徐明清于1935年4月20日，由于叛徒的出卖，在女工夜校里被捕,到达,徐明清,延安,,
6254,徐明清先于江青到达延安，这是因为徐明清于1935年4月20日，由于叛徒的出卖，在女工夜校里被捕,被捕,徐明清,叛徒的出卖,1935年4月20日,
6255,华国锋的妻舅透露：早在1983年，华国锋就到北京郊区找了好几个葡萄园，学习如何种植和管理葡萄,透露,华国锋的妻舅,,,
6255,华国锋的妻舅透露：早在1983年，华国锋就到北京郊区找了好几个葡萄园，学习如何种植和管理葡萄,学习,华国锋,如何种植和管理葡萄,早在1983年,
6256,1988年4月，笔者曾陪父亲一起拜访华家，院中支着两个很大的葡萄架，当时华老介绍，这里最多曾种着五六十个葡萄品种,拜访,笔者,华家,1988年4月,
6257,二十二日，陈诚、俞鸿钧、蒋鼎文到马公与蒋会晤；二十六日，蒋自马公飞台湾冈山转高雄寿山，据说当时之所以不直飞台北，可能是安全上的考虑；六月二十一日，蒋从高雄到达桃园转至大溪，其后至台北草山（阳明山），在这段期间除应邀至菲律宾及韩国访问外，先后进出大陆，其中以重庆及广州二市停留的时间较久，离乡到台湾后到一九四九年底，蒋又多次进出两岸,蒋会晤,蒋鼎文到马公,,二十二日,
6257,二十二日，陈诚、俞鸿钧、蒋鼎文到马公与蒋会晤；二十六日，蒋自马公飞台湾冈山转高雄寿山，据说当时之所以不直飞台北，可能是安全上的考虑；六月二十一日，蒋从高雄到达桃园转至大溪，其后至台北草山（阳明山），在这段期间除应邀至菲律宾及韩国访问外，先后进出大陆，其中以重庆及广州二市停留的时间较久，离乡到台湾后到一九四九年底，蒋又多次进出两岸,应邀,蒋,菲律宾及韩国访问,六月二十一日,台北草山
6257,二十二日，陈诚、俞鸿钧、蒋鼎文到马公与蒋会晤；二十六日，蒋自马公飞台湾冈山转高雄寿山，据说当时之所以不直飞台北，可能是安全上的考虑；六月二十一日，蒋从高雄到达桃园转至大溪，其后至台北草山（阳明山），在这段期间除应邀至菲律宾及韩国访问外，先后进出大陆，其中以重庆及广州二市停留的时间较久，离乡到台湾后到一九四九年底，蒋又多次进出两岸,进出,蒋,大陆,六月二十一日,
6258,一九五六年一月，中共中央召开了知识分子问题会议,召开,中共中央,知识分子问题会议,一九五六年一月,
6260,那一年的九月，党的八大召开，刘少奇的政治报告在报上公开发表了,召开,党的八大,,那一年的九月,
6260,那一年的九月，党的八大召开，刘少奇的政治报告在报上公开发表了,发表,刘少奇,政治报告,,
6261,１９７３年初的一天，田维新正在京西宾馆参加一个大会，接到周恩来的电话，说有事找他,参加,田维新,一个大会,１９７３年初的一天,
6264,继1956年中国共产党实现了对农业、手工业和资本主义工商业所实行的社会主义改造，召开了中国共产党第八次全国代表大会，确定了以经济建设为中心的方针后，毛泽东以他的坚定信念和伟大抱负开始进行一次新的社会主义革命和建设的理论与实践的伟大探索,召开,中国共产党,中国共产党第八次全国代表大会,1956年,
6267,毛泽东这次“东南飞”，曾在山东、江苏、上海等地视察并且发表讲话,发表,毛泽东这次“东南飞”,讲话,,江苏
6268,毛泽东于3月中旬到达南京，会见了江苏、安徽两省的领导干部,到达,毛泽东,南京,3月中旬,
6268,毛泽东于3月中旬到达南京，会见了江苏、安徽两省的领导干部,会见,毛泽东,江苏、安徽两省的领导干部,3月中旬,南京
6269,苏庆惠为养家糊口而操劳过度，在华国锋6岁时即离开了人世,离开,苏庆惠,人世,,
6270,加入中国共产党为了挽救民族危亡，1935年12月2日毛泽东发表了《论反对日本帝国主义的策略》一文，提出抗日民族统一战线的政策,发表,毛泽东,论反对日本帝国主义的策略》一文,1935年12月2日,
6270,加入中国共产党为了挽救民族危亡，1935年12月2日毛泽东发表了《论反对日本帝国主义的策略》一文，提出抗日民族统一战线的政策,提出,毛泽东,抗日民族统一战线的政策,1935年12月2日,
6271,"13日,日本骑步兵500人占领了交城县城,疯狂屠杀抗日民众，烧毁房屋，抢掠财物，汉奸在交城东街成立日伪维持会,无恶不作",占领,日本骑步兵500人,交城县城,13日,
6271,"13日,日本骑步兵500人占领了交城县城,疯狂屠杀抗日民众，烧毁房屋，抢掠财物，汉奸在交城东街成立日伪维持会,无恶不作",屠杀,日本骑步兵500人,抗日民众,13日,
6271,"13日,日本骑步兵500人占领了交城县城,疯狂屠杀抗日民众，烧毁房屋，抢掠财物，汉奸在交城东街成立日伪维持会,无恶不作",烧毁,日本骑步兵500人,房屋,13日,
6271,"13日,日本骑步兵500人占领了交城县城,疯狂屠杀抗日民众，烧毁房屋，抢掠财物，汉奸在交城东街成立日伪维持会,无恶不作",抢掠,日本骑步兵500人,财物,13日,
6271,"13日,日本骑步兵500人占领了交城县城,疯狂屠杀抗日民众，烧毁房屋，抢掠财物，汉奸在交城东街成立日伪维持会,无恶不作",成立,汉奸,日伪维持会,,
6272,"在日寇猖狂搜捕屠杀下，交城牺盟会由县城退到山区,坚持抗日救亡工作，还建立了共产党领导的抗日游击队，打击侵入农村的分散日寇",坚持,交城牺盟会,抗日救亡工作,,
6272,"在日寇猖狂搜捕屠杀下，交城牺盟会由县城退到山区,坚持抗日救亡工作，还建立了共产党领导的抗日游击队，打击侵入农村的分散日寇",建立,交城牺盟会,共产党领导的抗日游击队，打击侵入农村的分散日寇,,
6273,"1938年6月的一天,华国锋回到家里悄悄收拾了几件旧衣服，瞒着母亲，傍晚离开家门,和同学连夜步行80多里,找到牺盟会，毅然参加了交城牺盟会抗日游击队",离开,华国锋,家门,1938年6月的一天,
6273,"1938年6月的一天,华国锋回到家里悄悄收拾了几件旧衣服，瞒着母亲，傍晚离开家门,和同学连夜步行80多里,找到牺盟会，毅然参加了交城牺盟会抗日游击队",找到,华国锋,牺盟会,1938年6月的一天,
6273,"1938年6月的一天,华国锋回到家里悄悄收拾了几件旧衣服，瞒着母亲，傍晚离开家门,和同学连夜步行80多里,找到牺盟会，毅然参加了交城牺盟会抗日游击队",参加,华国锋,交城牺盟会抗日游击队,1938年6月的一天,
6275,从1974年开始，辽宁营口、海城一带接连发生了一百多次小震，到1975年初，小震越来越频繁，震级逐渐升高,发生,辽宁营口、海城一带,一百多次小震,,
6275,从1974年开始，辽宁营口、海城一带接连发生了一百多次小震，到1975年初，小震越来越频繁，震级逐渐升高,升高,小震,,1975年初,
6276,1975年2月4日凌晨，营口、海城一带发生5级左右地震,发生,营口、海城一带,5级左右地震,1975年2月4日凌晨,
6277,林彪一上台就发表了一个讲话，他说文化革命就是要罢官，实际上就是罢官运动，罢哪些人呢,发表,林彪,一个讲话,,
6278,毛泽东与林彪(资料图)另外林彪在8月13日的讲话中提出了一个大节和小节的问题，林彪说我们要看大节，不要看小节，小节什么男女关系偷鸡摸狗都没有关系，只要大节忠于毛主席，这是最大的大节,提出,林彪,一个大节和小节的问题,8月13日,
6279,由于手中有共产党领袖毛泽东事先亲自起草的一封关于这块空地的规模、走向以及各种可以利用的地面标记的电报，驾驶飞机的美军飞行员很快就发现了那个“机场”，并且迅速地俯冲下去,发现,驾驶飞机的美军飞行员,那个“机场,,
6280,中外记者们发现，共产党人在这片黄土地上所创造的一切远远超出他们的想象，意外和新奇纷至沓来,创造,共产党人,一切远远超出他们的想象，意外和新奇纷至沓来,,
6281,社论不但说美军观察组到达延安，“是中国抗战以来最令人兴奋的一件大事”，而且据说社论标题中的“战友们”三个字，是毛泽东亲自加上的,到达,美军观察组,中国抗战以来最令人兴奋的一件大事,,
6282,由于担心一旦抗战结束，美军撤离后，国民党军会立即发动内战，毛泽东甚至向美军观察组提出：“美国是否有可能在延安建立一个领事馆,发动,国民党军,内战,,
6283,接着，美国总统特使帕特里克·J·赫尔利到达延安,到达,美国总统特使帕特里克·J·赫尔利,延安,,
6284,六十一岁的赫尔利“伸直身子，挺起胸膛”接受步兵连的检阅，“像一个得意洋洋的小伙子那样高叫印第安人的战争口号”,接受,六十一岁的赫尔利,步兵连的检阅,,
6286,8月底，林彪告别了新婚燕尔的妻子，去洛川参加会议,参加,林彪,会议,8月底,
6287,洛川会议结束后不久，他就前往山西抗日前线参加指挥了著名的平型关战斗,参加,他,指挥了著名的平型关战斗,,
6288,“文革”开始后的１９６７年２月１５日，原属于北京军区的中国人民解放军陆军第××军奉中央军委命令转隶兰州军区，由山西进驻陕西，执行“三支两军”（支左、支工、支农和军管、军训）任务，军部驻地也由太原市移至西安市,转隶,中国人民解放军陆军第××军,兰州军区,１９６７年２月１５日,
6288,“文革”开始后的１９６７年２月１５日，原属于北京军区的中国人民解放军陆军第××军奉中央军委命令转隶兰州军区，由山西进驻陕西，执行“三支两军”（支左、支工、支农和军管、军训）任务，军部驻地也由太原市移至西安市,执行,中国人民解放军陆军第××军,三支两军”（支左、支工、支农和军管、军训）任务,,
6290,”几天内受到周恩来三次接见，胡炜觉得总理的主要目的就是想统一驻陕部队（包括省军区、野战军、空军等）领导干部的思想认识，统一地方和部队领导干部的思想认识，齐心协力，一道做好群众组织的工作，以利于陕西省局势的稳定，迅速恢复生产,接见,周恩来,,,
6290,”几天内受到周恩来三次接见，胡炜觉得总理的主要目的就是想统一驻陕部队（包括省军区、野战军、空军等）领导干部的思想认识，统一地方和部队领导干部的思想认识，齐心协力，一道做好群众组织的工作，以利于陕西省局势的稳定，迅速恢复生产,恢复,,生产,,
6291,胡炜军长所辖部队，是中央军委专门派赴陕西省执行“三支两军”任务的，理所当然的要全力以赴投入此项工作,执行,胡炜军长所辖部队,三支两军”任务,,
6292,1月周恩来逝世后，罗瑞卿就返回北京参加了追悼活动,参加,罗瑞卿,追悼活动,1月,北京
6293,罗瑞卿为毛泽东展示枪械9月18日，百万人参加了在天安门广场为毛泽东举行的追悼大会，但没有通知作为中央军委顾问的罗瑞卿参加,参加,百万人,为毛泽东举行的追悼大会,9月18日,天安门广场
6294,5月8日，我们到达卡萨，有消息说在八莫和密支那发现敌人,到达,我们,卡萨,5月8日,
6295,我几次想去葡萄都未果，一次，我到达了密支那以北的“江心坡”，从河滩上带走了几块血色的鹅卵石,到达,我,密支那以北的“江心坡”,,
6295,我几次想去葡萄都未果，一次，我到达了密支那以北的“江心坡”，从河滩上带走了几块血色的鹅卵石,带走,我,了几块血色的鹅卵石,,
6296,当时，世界许多大通讯社纷纷报道解放军战士露宿街头的场景，许多报纸将解放军战士冒雨酣睡街头的照片刊登在显要位置,报道,世界许多大通讯社,解放军战士露宿街头的场景,,
6296,当时，世界许多大通讯社纷纷报道解放军战士露宿街头的场景，许多报纸将解放军战士冒雨酣睡街头的照片刊登在显要位置,刊登,许多报纸,显要位置,,
6298,原来就在周恩来访问缅甸期间，缅甸国会刚刚批准了中缅友好和互不侵犯条约、中缅关于两国边境问题的协定，并依此协定两国将共同勘界，而勘界过程中有可能会遭到国民党残军的骚扰,批准,缅甸国会,中缅友好和互不侵犯条约、中缅关于两国边境问题的协定,,
6299,中央红军离开贵州后，谢小梅、甘棠、李桂英3人被留下参加地方工作,离开,中央红军,贵州,,
6299,中央红军离开贵州后，谢小梅、甘棠、李桂英3人被留下参加地方工作,参加,谢小梅、甘棠、李桂英3人,地方工作,,
6300,康克清、李伯钊等曾一度到红四、红二方面军工作，后辗转到达陕北,到达,康克清、李伯钊等,陕北,,
6301,最终，参加中央红军长征的30名女，只有24人胜利到达陕北,参加,中央红军长征的30名女,,,
6301,最终，参加中央红军长征的30名女，只有24人胜利到达陕北,到达,24人,陕北,,
6302,参加长征的部分女红军于1959年合影参加红二十五军长征的7名女红军，有5人到达陕北1934年11月16日，红二十五军根据中革军委的指示，以“中国工农红军北上抗日第二先遣队”的名义，从河南省罗山县何家冲出发，开始长征,参加,参加长征的部分女红军,红二十五军长征,1959年,
6302,参加长征的部分女红军于1959年合影参加红二十五军长征的7名女红军，有5人到达陕北1934年11月16日，红二十五军根据中革军委的指示，以“中国工农红军北上抗日第二先遣队”的名义，从河南省罗山县何家冲出发，开始长征,到达,,陕北,1934年11月16日,有5人
6302,参加长征的部分女红军于1959年合影参加红二十五军长征的7名女红军，有5人到达陕北1934年11月16日，红二十五军根据中革军委的指示，以“中国工农红军北上抗日第二先遣队”的名义，从河南省罗山县何家冲出发，开始长征,出发,河南省罗山县何家冲,长征,,
6303,如今老友归去，周恩来心痛之余，要通过陈毅的治丧活动为朋友作出力所能及的补偿,补偿,周恩来,陈毅的治丧活动,,
6305,政治局委员不一定出席，参加追悼会人数为500人，定于1月10日下午3点在八宝山烈士公墓举行,参加,政治局委员,追悼会,1月10日下午3点,八宝山烈士公墓
6306,王稼祥先后参加过中央苏区多次反“围剿”的组织领导，对毛泽东的战略战术了解较早,参加,王稼祥,中央苏区多次反“围剿”的组织领导，对毛泽东的战略战术了解,,
6307,后来，他在宁都会议上曾支持让毛泽东留在前方指挥红军,支持,他,让毛泽东留在前方指挥红军,,宁都上
6308,第五次反“围剿”开始后，王稼祥因伤重未参与组织领导，但对博古、李德的错误指挥曾多次提出批评,提出,博古、李德的错误指挥,批评,,
6309,途中，毛泽东不断与他们探讨第五次反“围剿”失败的原因，分析博古、李德军事指挥上的错误，阐述马克思主义普遍真理必须与中国革命实践相结合的道理，使他们受到很大启示，坚定了支持毛泽东的决心,分析,毛泽东,博古、李德军事指挥上的错误,,
6310,毛泽东发怒作出“六二六”指示旧中国的农村，缺医少药,作出,毛泽东,“六二六”,,
6311,在这次谈话中，毛泽东重点谈了改善农民医疗条件的问题，并且提出了在农村培训不脱产的卫生员的总构想,改善,毛泽东,农民医疗条件的问题,,
6311,在这次谈话中，毛泽东重点谈了改善农民医疗条件的问题，并且提出了在农村培训不脱产的卫生员的总构想,提出,毛泽东,在农村培训不脱产的卫生员的总构想,,
6312,毛泽东对这次比武活动评价很高，并指示要在全军普及“尖子”经验,指示,毛泽东,在全军普及“尖子”经验,,
6313,1911年11月，陈锦涛实施了其将大清银行改组为中国银行的计划……近代中国影响最大的银行非中国银行莫属,实施,陈锦涛,其将大清银行改组为中国银行的计划,1911年11月,
6314,1935年国民政府实行金融垄断政策，通过增资官股，逐步控制了中行，1937年抗战爆发，中行总部西迁，积极支持抗战，1942年四联成立，实行四行专业化分工，中行再度增资改组，成为专业的国际贸易汇兑银行，中行业务范围急剧骤减，开始落后于中央银行,实行,国民政府,金融垄断政策,1935年,
6314,1935年国民政府实行金融垄断政策，通过增资官股，逐步控制了中行，1937年抗战爆发，中行总部西迁，积极支持抗战，1942年四联成立，实行四行专业化分工，中行再度增资改组，成为专业的国际贸易汇兑银行，中行业务范围急剧骤减，开始落后于中央银行,控制,国民政府,中行,1935年,
6314,1935年国民政府实行金融垄断政策，通过增资官股，逐步控制了中行，1937年抗战爆发，中行总部西迁，积极支持抗战，1942年四联成立，实行四行专业化分工，中行再度增资改组，成为专业的国际贸易汇兑银行，中行业务范围急剧骤减，开始落后于中央银行,支持,中行总部西迁,抗战,1937年,
6314,1935年国民政府实行金融垄断政策，通过增资官股，逐步控制了中行，1937年抗战爆发，中行总部西迁，积极支持抗战，1942年四联成立，实行四行专业化分工，中行再度增资改组，成为专业的国际贸易汇兑银行，中行业务范围急剧骤减，开始落后于中央银行,成立,四联,,1942年,
6314,1935年国民政府实行金融垄断政策，通过增资官股，逐步控制了中行，1937年抗战爆发，中行总部西迁，积极支持抗战，1942年四联成立，实行四行专业化分工，中行再度增资改组，成为专业的国际贸易汇兑银行，中行业务范围急剧骤减，开始落后于中央银行,实行,四联,四行专业化分工,1942年,
6314,1935年国民政府实行金融垄断政策，通过增资官股，逐步控制了中行，1937年抗战爆发，中行总部西迁，积极支持抗战，1942年四联成立，实行四行专业化分工，中行再度增资改组，成为专业的国际贸易汇兑银行，中行业务范围急剧骤减，开始落后于中央银行,增资,中行,改组,,
6315,祸不单行的总裁徐恩元徐恩元1885年生于浙江吴兴，早年留学英国，民国成立后任财政部制币局局长，1914年为迎合袁世凯称帝心理，接受杨士琦的建议，未经中行同意便向美商订印200万元印有袁世凯像且加“昭武”字样钞票，曾引起国人的责难和唾骂,成立,总裁徐恩元徐恩元,财政部制币局局长,1885年,浙江吴兴
6315,祸不单行的总裁徐恩元徐恩元1885年生于浙江吴兴，早年留学英国，民国成立后任财政部制币局局长，1914年为迎合袁世凯称帝心理，接受杨士琦的建议，未经中行同意便向美商订印200万元印有袁世凯像且加“昭武”字样钞票，曾引起国人的责难和唾骂,接受,,杨士琦的建议,1914年,
6316,这个建议起初为股东们所欢迎，1916年10月23日中行京钞率先恢复兑现，最初两日兑换极为顺利，曾得到舆论颇多赞许，徐恩元也十分得意,恢复,中行京钞率,兑现,1916年10月23日,
6317,黄永胜从1927年9月起就跟随毛泽东参加秋收起义，不折不扣的三湾嫡系,参加,黄永胜,秋收起义,1927年9月起,
6318,数十万人包围中南海，在这时候，林彪在北京听秘书读一个关于蒯大富的文件，林彪说，刘少奇是党中央副主席，蒯大富反对刘少奇就是反党，那已经是刘少奇被打倒的1967年7月，他在家里突然脱口说出这番话，他对毛整彭和刘整得这么厉害，是有保留的,北京,林彪,听秘书读一个关于蒯大富的文件,,北京
6318,数十万人包围中南海，在这时候，林彪在北京听秘书读一个关于蒯大富的文件，林彪说，刘少奇是党中央副主席，蒯大富反对刘少奇就是反党，那已经是刘少奇被打倒的1967年7月，他在家里突然脱口说出这番话，他对毛整彭和刘整得这么厉害，是有保留的,打倒,刘少奇,,1967年7月,
6319,江青发表讲话（资料图）本文摘自《“四人帮”兴亡》，叶永烈著，人民日报出版社出版张玉凤本是毛泽东专列上的服务员,发表,江青,讲话,,
6320,毛泽东的决心1953年12月15日下午，中共中央书记处召开会议，高岗、彭德怀、邓小平、陈云、杨尚昆、胡乔木列席,召开,中共中央书记处,会议,1953年12月15日下午,
6321,据杨尚昆回忆，毛泽东在政治局会议上提出他休假期间是否由刘少奇主持工作，实际上是“有意亲自‘测试’一下”高岗的态度,提出,毛泽东,他休假期间是否由刘少奇主持工作,,
6323,周总理对5号楼内房间里的摆设和招待一一给予指示,给予,周总理,指示,,
6324,一天下午，基辛格的助手、美国国家安全委员会东亚事务助理约翰·H·霍尔德里奇拿着一叠新华社英文新闻稿找到接待组负责联系的人员，他指着封面上的毛主席语录，问这是怎么回事,找到,基辛格的助手、美国国家安全委员会东亚事务助理约翰·H·霍尔德里奇,接待组负责联系的人员,,
6325,在这80多年之中，毛泽东亲自批准处决了谢步升、唐达仁、左祥云、唐红达、刘仕祥、肖玉壁、刘青山、张子善等八名贪官,批准,毛泽东,处决了谢步升、唐达仁、左祥云、唐红达、刘仕祥、肖玉壁、刘青山、张子善等八名贪官,,
6326,他出生在一个穷苦的贫农家庭，12岁就给地主打短工，1929年参加了工农武装暴动，并担任云集暴动队队长,参加,他,工农武装暴动,1929年,
6326,他出生在一个穷苦的贫农家庭，12岁就给地主打短工，1929年参加了工农武装暴动，并担任云集暴动队队长,担任,他,云集暴动队队长,1929年,
6327,1932年2月的一天，叶坪村谢深润的妻子朱秀秀来到瑞金县苏维埃裁判部，举报谢步升杀害其夫一事,来到,叶坪村谢深润的妻子朱秀秀,瑞金县苏维埃裁判部,1932年2月的一天,
6327,1932年2月的一天，叶坪村谢深润的妻子朱秀秀来到瑞金县苏维埃裁判部，举报谢步升杀害其夫一事,举报,叶坪村谢深润的妻子朱秀秀,谢步升杀害其夫一事,1932年2月的一天,
6328,叶坪村成立苏维埃政府后，划分阶级成分时，村里群众要给谢深润定为富农，后来是谢步升凭着自己手中的权力以及看在往日的交情份上，把他家定成了贫农,成立,叶坪村,苏维埃政府,,
6328,叶坪村成立苏维埃政府后，划分阶级成分时，村里群众要给谢深润定为富农，后来是谢步升凭着自己手中的权力以及看在往日的交情份上，把他家定成了贫农,定成,他家,贫农,,
6329,一次趁着酒兴，谢步升强行与朱秀秀发生了关系，此后更是频繁往来于谢家,发生,谢步升,关系,,
6330,几经查寻，他们找到了谢步升的前妻杨氏,找到,他们,谢步升的前妻杨氏,,
6331,1977年9月28日，为纪念毛泽东逝世一周年，陈云在《人民日报》上发表《坚持实事求是的革命作风》一文，其中就包含着他在江西刻苦读马列著作时对中国共产党理论建设、思想作风建设、社会主义建设重大问题的思索成果,发表,陈云,坚持实事求是的革命作风》一文,1977年9月28日,
6332,▲左起：陈赓、罗瑞卿、周昆1938年2月间，八路军中发生了一件离奇的事件，115师参谋长周昆到八路军总部去开会，返回途中，他携带3万银元的军费不辞而别,发生,八路军,一件离奇的事件,1938年2月间,
6332,▲左起：陈赓、罗瑞卿、周昆1938年2月间，八路军中发生了一件离奇的事件，115师参谋长周昆到八路军总部去开会，返回途中，他携带3万银元的军费不辞而别,携带,115师参谋长周昆,不辞而别,,
6333,出任高官，屡立战功周昆1927年就参加了湘赣边界秋收起义，不久加入中国共产党,参加,周昆,湘赣边界秋收起义,1927年,
6333,出任高官，屡立战功周昆1927年就参加了湘赣边界秋收起义，不久加入中国共产党,加入,周昆,中国共产党,,
6334,8月25日，中革军委发布红军改编为国民革命军第八路军的命令，任命朱德为总指挥、彭德怀为副总指挥、叶剑英为参谋长，下辖第115、120、129师和总部特务团，全军约4.5万人,发布,中革军委,红军改编为国民革命军第八路军的命令,8月25日,
6334,8月25日，中革军委发布红军改编为国民革命军第八路军的命令，任命朱德为总指挥、彭德怀为副总指挥、叶剑英为参谋长，下辖第115、120、129师和总部特务团，全军约4.5万人,任命,中革军委,叶剑英为参谋长,8月25日,
6335,24日夜，周昆组织营以上干部勘察地形，次日拂晓前完成了平型关作战的部署和准备,组织,周昆,营以上干部勘察地形,24日夜,
6335,24日夜，周昆组织营以上干部勘察地形，次日拂晓前完成了平型关作战的部署和准备,完成,周昆,平型关作战的部署和准备,次日拂晓前,
6336,潘有声无力反抗戴笠的压迫，只好含泪离开重庆,离开,潘有声,重庆,,
6337,长子胡祖望虽接受了高等教育，但远未能达到胡适对他的期望，胡祖望取得的成绩与他的“名父之子”的身份是不相称的,接受,长子胡祖望,高等教育,,
6338,与粟裕同在1958年军委扩大会议遭彭德怀等人错误批判的刘伯承，之前担任军事学院院长，在给军委与毛泽东的报告时，也是和粟裕一样处理抬头的,担任,与粟裕同在1958年军委扩大会议遭彭德怀等人错误批判的刘伯承,军事学院院长,,
6338,与粟裕同在1958年军委扩大会议遭彭德怀等人错误批判的刘伯承，之前担任军事学院院长，在给军委与毛泽东的报告时，也是和粟裕一样处理抬头的,处理,与粟裕同在1958年军委扩大会议遭彭德怀等人错误批判的刘伯承,抬头的,,
6339,1929年4月，地方反动民团准备捕杀陶勇，他被迫和几名赤卫队员背井离乡，一直跑到河南商城，参加了中国工农红军第11军第32师，成为一名光荣的红军战士,捕杀,地方反动民团,陶勇,1929年4月,
6339,1929年4月，地方反动民团准备捕杀陶勇，他被迫和几名赤卫队员背井离乡，一直跑到河南商城，参加了中国工农红军第11军第32师，成为一名光荣的红军战士,参加,几名赤卫队员,中国工农红军第11军第32师,,
6340,身为红4军第10师第28团一营之长，他指挥本营参加了创建川陕苏区的历次战斗,参加,他,创建川陕苏区的历次战斗,,
6341,”更加令人称道的是，由于家贫没有上过一天学，陶勇却在戎马倥偬之间，硬是凭着自学识文断字，大大提高了文化水平,提高,陶勇,文化水平,,
6342,1966年至1969年中苏关系恶化导致1969年的冲突，邓小平和这一历史没有关系,导致,中苏关系,1969年的冲突,1966年至1969年,
6343,在朝鲜战争之后，由于美军第七舰队入侵台湾海峡，武力解决台湾问题的时间被向后推延,入侵,美军第七舰队,台湾海峡,,
6344,这样，台湾问题比西藏问题更复杂，解决它更需要时间,解决,台湾问题,它更需要时间,,
6345,3月15日，新华社发表了题为《中国人民一定要解放台湾》的时评,发表,新华社,题为《中国人民一定要解放台湾》的时评,3月15日,
6346,这期间，他主持召开了20余次座谈会，亲自作了多本的调查笔记，并向各级干部群众作了20多场即席讲话，宣传讲解党的农村工作《六十条》，反复强调实事求是的思想路线，并亲自动手解决了当时农村急需解决的公共食堂、社员住房、社会供给、干部作风以及平反冤假错案等一系列重大问题,召开,他,20余次座谈会,,
6346,这期间，他主持召开了20余次座谈会，亲自作了多本的调查笔记，并向各级干部群众作了20多场即席讲话，宣传讲解党的农村工作《六十条》，反复强调实事求是的思想路线，并亲自动手解决了当时农村急需解决的公共食堂、社员住房、社会供给、干部作风以及平反冤假错案等一系列重大问题,宣传,他,讲解党的农村工作《六十条》,,
6346,这期间，他主持召开了20余次座谈会，亲自作了多本的调查笔记，并向各级干部群众作了20多场即席讲话，宣传讲解党的农村工作《六十条》，反复强调实事求是的思想路线，并亲自动手解决了当时农村急需解决的公共食堂、社员住房、社会供给、干部作风以及平反冤假错案等一系列重大问题,动手,他,解决了当时农村急需解决的公共食堂、社员住房、社会供给、干部作风以及平反冤假错案等一系列重大问题,,
6347,他广泛了解“五风”(共产风、浮夸风、命令风、干部特殊风和生产瞎指挥风)的危害和农民生活的状况，“寻根究底”，得出“三分天灾，七分人祸”的结论，帮助地方干部纠正错误，提出解散食堂、保留社员自留地等多方面的政策措施，有力地纠正了“五风”所造成的危害,得出,他,三分天灾，七分人祸”的结论,,
